audit_date,display_section,display_order,institution,display_label,shown_publication_linked_records,count_audit_status,representative_page_url,representative_title,representative_doi,representative_doi_url,evidence_status,evidence_basis,matched_affiliation_or_local_evidence,metadata_or_project_source_url,website_content_source,logo_path
2026-07-02,additional,10,Tokyo University of Marine Science and Technology,Tokyo University of Marine Science and Technology,2,COUNT_MATCH,https://qmohsu.github.io/publications/2014-multipath-mitigation-and-nlos-detection-using-vector-trackin/,Multipath mitigation and NLOS detection using vector tracking in urban,10.1007/s10291-014-0384-6,https://doi.org/10.1007/s10291-014-0384-6,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Tokyo University of Marine Science and Technology | Tokyo University of Marine Science and Technology, Tokyo, Japan",https://api.openalex.org/works/doi:10.1007%2Fs10291-014-0384-6,content/publications/2014-multipath-mitigation-and-nlos-detection-using-vector-trackin.md,/images/partners/tokyo-marine-science-logo-20260701.svg
2026-07-02,additional,11,Transport for London,Transport for London,2,COUNT_MATCH,https://qmohsu.github.io/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception/,A Gradient Boosting Decision Tree Based GPS Signal Reception Classification Algorithm,10.1016/j.asoc.2019.105942,https://doi.org/10.1016/j.asoc.2019.105942,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Transport for London,https://api.openalex.org/works/doi:10.1016%2Fj.asoc.2019.105942,content/publications/2019-a-gradient-boosting-decision-tree-based-gps-signal-reception.md,/images/partners/transport-for-london-20260701.png
2026-07-02,additional,12,Xi'an Aeronautical University,Xi'an Aeronautical University,2,COUNT_MATCH,https://qmohsu.github.io/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac/,Enhancing Smartphone-based Pedestrian Positioning: Using Factor Graph Optimization with Indoor/Outdoor Detection for 3DMA GNSS/Visual-Inertial State Estimation,10.47852/bonviewjdsis42022961,https://doi.org/10.47852/bonviewjdsis42022961,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Xi'an Aeronautical University,https://api.openalex.org/works/doi:10.47852%2Fbonviewjdsis42022961,content/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac.md,/images/partners/xaau-logo-20260702.png
2026-07-02,additional,13,Beijing Jiaotong University,Beijing Jiaotong University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2020-sky-visibility-estimation-based-on-gnss-satellite-visibility/,Sky Visibility Estimation based on GNSS Satellite Visibility: An Approach of GNSS based Context-Awareness,10.1007/s10291-020-0973-5,https://doi.org/10.1007/s10291-020-0973-5,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Beijing Jiaotong University | School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China",https://api.openalex.org/works/doi:10.1007%2Fs10291-020-0973-5,content/publications/2020-sky-visibility-estimation-based-on-gnss-satellite-visibility.md,/images/partners/bjtu-logo-20260702.png
2026-07-02,additional,14,Beijing Satellite Navigation Center,Beijing Satellite Navigation Center,1,COUNT_MATCH,https://qmohsu.github.io/publications/2026-single-frequency-rtk-positioning-in-the-presence-of-ambiguity/,Single-frequency RTK positioning in the presence of ambiguity-like code biases,10.1016/j.measurement.2026.120370,https://doi.org/10.1016/j.measurement.2026.120370,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Beijing Satellite Navigation Center,https://api.openalex.org/works/doi:10.1016%2Fj.measurement.2026.120370,content/publications/2026-single-frequency-rtk-positioning-in-the-presence-of-ambiguity.md,
2026-07-02,additional,15,Chang'an University,Chang'an University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-integration-of-gnss-and-ble-technology-with-inertial-sensors/,Integration of GNSS and BLE Technology With Inertial Sensors for Real-Time Positioning in Urban Environments,10.1109/access.2021.3052733,https://doi.org/10.1109/access.2021.3052733,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Chang'an University | College of Geological Engineering and Geomatics, Chang’an University, Xi’an, China",https://api.openalex.org/works/doi:10.1109%2Faccess.2021.3052733,content/publications/2021-integration-of-gnss-and-ble-technology-with-inertial-sensors.md,/images/partners/changan-university-20260701.png
2026-07-02,additional,16,Chemnitz University of Technology,Chemnitz University of Technology,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-factor-graph-optimization-for-gnssins-integration-a-compar/,Factor Graph Optimization for GNSS/INS Integration: A Comparison with the Extended Kalman Filter,10.1002/navi.421,https://doi.org/10.1002/navi.421,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Chemnitz University of Technology | Chemnitz University of Technology Chemnitz Germany,https://api.openalex.org/works/doi:10.1002%2Fnavi.421,content/publications/2021-factor-graph-optimization-for-gnssins-integration-a-compar.md,/images/partners/chemnitz-logo-20260702.svg
2026-07-02,additional,17,Curtin University,Curtin University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2019-a-gps-spoofing-generator-using-an-open-sourced-vector-tracki/,A GPS Spoofing Generator using an Open Sourced Vector Tracking-Based Receiver,10.3390/s19183993,https://doi.org/10.3390/s19183993,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Curtin University | School of Earth and Planetary Sciences, Curtin University, 6102 Perth, Australia",https://api.openalex.org/works/doi:10.3390%2Fs19183993,content/publications/2019-a-gps-spoofing-generator-using-an-open-sourced-vector-tracki.md,/images/partners/curtin-logo-20260702.png
2026-07-02,additional,18,Giustino Fortunato University,Giustino Fortunato University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2020-machine-learning-based-losnlos-classifier-and-robust-estima/,Machine Learning based LOS/NLOS Classifier and Robust Estimator for GNSS Shadow Matching,10.1186/s43020-020-00016-w,https://doi.org/10.1186/s43020-020-00016-w,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Giustino Fortunato University,https://api.openalex.org/works/doi:10.1186%2Fs43020-020-00016-w,content/publications/2020-machine-learning-based-losnlos-classifier-and-robust-estima.md,/images/partners/giustino-fortunato-20260701.png
2026-07-02,additional,19,Hiroshima University,Hiroshima University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac/,Enhancing Smartphone-based Pedestrian Positioning: Using Factor Graph Optimization with Indoor/Outdoor Detection for 3DMA GNSS/Visual-Inertial State Estimation,10.47852/bonviewjdsis42022961,https://doi.org/10.47852/bonviewjdsis42022961,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Hiroshima University | Graduate School of Advanced Science and Engineering, Hiroshima University, Japan",https://api.openalex.org/works/doi:10.47852%2Fbonviewjdsis42022961,content/publications/2024-enhancing-smartphone-based-pedestrian-positioning-using-fac.md,/images/partners/hiroshima-university-20260701.png
2026-07-02,additional,20,Institut für Automation und Kommunikation,Institut für Automation und Kommunikation,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar/,Editorial: Enhanced GNSS-based localization solutions with artificial intelligence,10.3389/frobt.2023.1265989,https://doi.org/10.3389/frobt.2023.1265989,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Institut für Automation und Kommunikation,https://api.openalex.org/works/doi:10.3389%2Ffrobt.2023.1265989,content/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar.md,/images/partners/ifak-20260701.svg
2026-07-02,additional,21,McGill University,McGill University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-intelligent-environment-adaptive-gnssins-integrated-positio/,Intelligent Environment-Adaptive GNSS/INS Integrated Positioning with Factor Graph Optimization,10.3390/rs16010181,https://doi.org/10.3390/rs16010181,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"McGill University | Department of Electrical and Computer Engineering, McGill University, Montreal, QC H3A 0G4, Canada",https://api.openalex.org/works/doi:10.3390%2Frs16010181,content/publications/2023-intelligent-environment-adaptive-gnssins-integrated-positio.md,/images/partners/mcgill-crest-20260701.png
2026-07-02,additional,22,McMaster University,McMaster University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2026-certifiable-alignment-of-gnss-and-local-frames-via-lagrangian/,Certifiable Alignment of GNSS and Local Frames via Lagrangian Duality,10.1109/LRA.2026.3693943,https://doi.org/10.1109/LRA.2026.3693943,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"McMaster University | Department of Computing and Software, McMaster University, Hamilton, ON, Canada",https://api.openalex.org/works/doi:10.1109%2FLRA.2026.3693943,content/publications/2026-certifiable-alignment-of-gnss-and-local-frames-via-lagrangian.md,/images/partners/mcmaster-logo-20260702.svg
2026-07-02,additional,23,Nanjing University of Science and Technology,Nanjing University of Science and Technology,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-3d-point-clouds-data-super-resolution-aided-lidar-odometry-f/,3D Point Clouds Data Super Resolution Aided LiDAR Odometry for Vehicular Positioning in Urban Canyons,10.1109/tvt.2021.3069212,https://doi.org/10.1109/tvt.2021.3069212,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Nanjing University of Science and Technology | Nanjing University of Science and Technology, Nanjing, Jiangsu, China | Nanjing University of Science and Technology, Nanjing, Jiangsu, China; The Hong Kong Polytechnic University, Hong Kong",https://api.openalex.org/works/doi:10.1109%2Ftvt.2021.3069212,content/publications/2021-3d-point-clouds-data-super-resolution-aided-lidar-odometry-f.md,
2026-07-02,additional,24,National Chengchi University,National Chengchi University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2020-the-design-a-tdcp-smoothed-gnssodometer-integration-scheme/,The Design a TDCP-Smoothed GNSS/Odometer Integration Scheme with Vehicular-Motion Constraint and Robust Regression,10.3390/rs12162550,https://doi.org/10.3390/rs12162550,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"National Chengchi University | Department of Land Economics, National Chengchi University, Taipei 116, Taiwan",https://api.openalex.org/works/doi:10.3390%2Frs12162550,content/publications/2020-the-design-a-tdcp-smoothed-gnssodometer-integration-scheme.md,/images/partners/nccu-20260701.png
2026-07-02,additional,25,NYU / NYU Langone Health,NYU / NYU Langone Health,1,COUNT_MATCH,https://qmohsu.github.io/publications/2026-three-dimensional-mapping-aided-global-navigation-satellite/,Three-Dimensional Mapping-Aided Global Navigation Satellite System in Global Navigation Satellite System-Accessible Indoor Areas,10.3390/s26031058,https://doi.org/10.3390/s26031058,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"NYU Langone Health | New York University | Department of Biomedical Engineering, Tandon School of Engineering, New York University, New York, NY 11201, USA | Department of Mechanical and Aerospace Engineering, Tandon School of Engineering, New York University, New York, NY 11201, USA",https://api.openalex.org/works/doi:10.3390%2Fs26031058,content/publications/2026-three-dimensional-mapping-aided-global-navigation-satellite.md,/images/partners/nyu-langone.jpg
2026-07-02,additional,26,Parthenope University of Naples,Parthenope University of Naples,1,COUNT_MATCH,https://qmohsu.github.io/publications/2020-machine-learning-based-losnlos-classifier-and-robust-estima/,Machine Learning based LOS/NLOS Classifier and Robust Estimator for GNSS Shadow Matching,10.1186/s43020-020-00016-w,https://doi.org/10.1186/s43020-020-00016-w,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Parthenope University of Naples,https://api.openalex.org/works/doi:10.1186%2Fs43020-020-00016-w,content/publications/2020-machine-learning-based-losnlos-classifier-and-robust-estima.md,/images/partners/parthenope-logo-20260702.png
2026-07-02,additional,27,Peng Cheng Laboratory,Peng Cheng Laboratory,1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-a-survey-on-cooperative-positioning-using-gnss-measurements/,A Survey on Cooperative Positioning Using GNSS Measurements,10.1109/tiv.2024.3397879,https://doi.org/10.1109/tiv.2024.3397879,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Peng Cheng Laboratory,https://api.openalex.org/works/doi:10.1109%2Ftiv.2024.3397879,content/publications/2024-a-survey-on-cooperative-positioning-using-gnss-measurements.md,/images/partners/pcl-logo-20260702.png
2026-07-02,additional,28,Ritsumeikan University,Ritsumeikan University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-cyclist-orientation-estimation-using-lidar-data/,Cyclist Orientation Estimation Using LiDAR Data,10.3390/s23063096,https://doi.org/10.3390/s23063096,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Ritsumeikan University | College of Information Science and Engineering, Ritsumeikan University, 1-1-1, Noji-higashi, Kusatsu 525-8577, Shiga, Japan",https://api.openalex.org/works/doi:10.3390%2Fs23063096,content/publications/2023-cyclist-orientation-estimation-using-lidar-data.md,/images/partners/ritsumeikan-logo-20260702.png
2026-07-02,additional,29,Roma Tre University,Roma Tre University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-subspace-based-adaptive-gmm-error-modeling-for-fault-aware-p/,Subspace-based Adaptive GMM Error Modeling for Fault-Aware Pseudorange-based Positioning in Urban Canyons,10.1109/tiv.2024.3450198,https://doi.org/10.1109/tiv.2024.3450198,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Roma Tre University | Department of Industrial, Electronic and Mechanical Engineering, Roma Tre University, Roma, Italy | Department of Industrial, Electronic and Mechanical Engineering, Roma Tre University, Italy",https://api.openalex.org/works/doi:10.1109%2Ftiv.2024.3450198,content/publications/2024-subspace-based-adaptive-gmm-error-modeling-for-fault-aware-p.md,/images/partners/roma-tre-logo-20260702.jpg
2026-07-02,additional,30,Shibaura Institute of Technology,Shibaura Institute of Technology,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-cyclist-orientation-estimation-using-lidar-data/,Cyclist Orientation Estimation Using LiDAR Data,10.3390/s23063096,https://doi.org/10.3390/s23063096,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Shibaura Institute of Technology | Department of Electronic Engineering, School of Engineering, Shibaura Institute of Technology, 3-7-5, Toyosu, Koto-ku, Tokyo 135-8548, Japan",https://api.openalex.org/works/doi:10.3390%2Fs23063096,content/publications/2023-cyclist-orientation-estimation-using-lidar-data.md,/images/partners/shibaura-20260701.png
2026-07-02,additional,31,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing","State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing",1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-towards-persistent-spatial-awareness-a-review-of-pedestrian/,Towards Persistent Spatial Awareness: A Review of Pedestrian Dead Reckoning-Centric Indoor Positioning with Smartphones,10.1109/tim.2024.3470043,https://doi.org/10.1109/tim.2024.3470043,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing | State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China",https://api.openalex.org/works/doi:10.1109%2Ftim.2024.3470043,content/publications/2024-towards-persistent-spatial-awareness-a-review-of-pedestrian.md,/images/partners/liesmars-logo-20260702.png
2026-07-02,additional,32,Tokyo University of Science,Tokyo University of Science,1,COUNT_MATCH,https://qmohsu.github.io/publications/2016-integrating-global-navigation-satellite-system-and-road-mark/,Integrating Global Navigation Satellite System and Road-Marking Detection for Vehicle Localization in Urban Traffic,10.3141/2595-07,https://doi.org/10.3141/2595-07,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Tokyo University of Science,https://api.openalex.org/works/doi:10.3141%2F2595-07,content/publications/2016-integrating-global-navigation-satellite-system-and-road-mark.md,/images/partners/tokyo-science-20260701.png
2026-07-02,additional,33,"University of California, Los Angeles","University of California, Los Angeles",1,COUNT_MATCH,https://qmohsu.github.io/publications/2024-towards-highdefinition-vector-map-construction-based-on-mul/,Towards high‐definition vector map construction based on multi‐sensor integration for intelligent vehicles: Systems and error quantification,10.1049/itr2.12524,https://doi.org/10.1049/itr2.12524,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"University of California, Los Angeles | Department of Civil and Environmental Engineering University of California Los Angeles California USA",https://api.openalex.org/works/doi:10.1049%2Fitr2.12524,content/publications/2024-towards-highdefinition-vector-map-construction-based-on-mul.md,/images/partners/ucla-20260701.png
2026-07-02,additional,34,University of Minnesota,University of Minnesota,1,COUNT_MATCH,https://qmohsu.github.io/publications/2025-multiple-faults-isolation-for-multi-constellation-gnss-posit/,Multiple Faults Isolation For Multi-Constellation GNSS Positioning through Incremental Expansion of Consistent Measurements,10.1109/jsen.2024.3524434,https://doi.org/10.1109/jsen.2024.3524434,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"University of Minnesota | University of Minnesota System | Department of Aerospace Engineering and Mechanics, University of Minnesota, Minneapolis, MS, USA",https://api.openalex.org/works/doi:10.1109%2Fjsen.2024.3524434,content/publications/2025-multiple-faults-isolation-for-multi-constellation-gnss-posit.md,
2026-07-02,additional,35,University of Science and Technology Beijing,University of Science and Technology Beijing,1,COUNT_MATCH,https://qmohsu.github.io/publications/2025-roadside-gnss-aided-multi-sensor-integrated-system-for/,Roadside GNSS Aided Multi-Sensor Integrated System for Vehicle Positioning in Urban Areas,10.1109/IROS60139.2025.11246475,https://doi.org/10.1109/IROS60139.2025.11246475,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"University of Science and Technology Beijing | University of Science and Technology Beijing (USTB),Beijing,China",https://api.openalex.org/works/doi:10.1109%2FIROS60139.2025.11246475,content/publications/2025-roadside-gnss-aided-multi-sensor-integrated-system-for.md,/images/partners/ustb-logo-20260702.png
2026-07-02,additional,36,Université Gustave Eiffel,Université Gustave Eiffel,1,COUNT_MATCH,https://qmohsu.github.io/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar/,Editorial: Enhanced GNSS-based localization solutions with artificial intelligence,10.3389/frobt.2023.1265989,https://doi.org/10.3389/frobt.2023.1265989,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,Université Gustave Eiffel,https://api.openalex.org/works/doi:10.3389%2Ffrobt.2023.1265989,content/publications/2023-editorial-enhanced-gnss-based-localization-solutions-with-ar.md,/images/partners/gustave-eiffel-logo-20260702.svg
2026-07-02,additional,37,UNSW Sydney,UNSW Sydney,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-cooperative-surveillance-systems-and-digital-technology-enab/,Cooperative surveillance systems and digital-technology enabler for a real-time standard terminal arrival schedule displacement,10.1016/j.aei.2021.101402,https://doi.org/10.1016/j.aei.2021.101402,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"UNSW Sydney | School of Aviation, UNSW Sydney, Kensington, NSW 2052, Australia",https://api.openalex.org/works/doi:10.1016%2Fj.aei.2021.101402,content/publications/2021-cooperative-surveillance-systems-and-digital-technology-enab.md,/images/partners/unsw-20260701.png
2026-07-02,additional,38,Xi'an Jiaotong University,Xi'an Jiaotong University,1,COUNT_MATCH,https://qmohsu.github.io/publications/2021-cooperative-surveillance-systems-and-digital-technology-enab/,Cooperative surveillance systems and digital-technology enabler for a real-time standard terminal arrival schedule displacement,10.1016/j.aei.2021.101402,https://doi.org/10.1016/j.aei.2021.101402,VERIFIED_OPENALEX,OpenAlex DOI author-affiliation metadata,"Xi'an Jiaotong University | School of Public Policy and Administration, Xi’an Jiaotong University, Xi’an, China",https://api.openalex.org/works/doi:10.1016%2Fj.aei.2021.101402,content/publications/2021-cooperative-surveillance-systems-and-digital-technology-enab.md,/images/partners/xjtu-logo-20260701.png
